,0
12950,23
12117,3
4909,26
4440,24
12892,16
986,12
12417,13
12179,11
7705,12
6257,27
6089,6
10666,18
5238,11
1198,10
9710,10
12189,12
7519,16
6812,12
9991,17
9206,3
8320,5
9556,19
10225,19
7175,1
4470,27
891,28
10985,2
1969,23
5757,20
6527,4
6294,3
7595,26
9110,19
3249,15
6570,10
6638,18
7351,23
12329,2
9400,28
7473,11
12382,8
11661,2
1239,15
2289,7
2740,7
8467,23
4585,14
9227,6
1229,14
9200,3
6980,5
5178,4
10724,25
4293,5
1058,21
6262,27
11036,8
281,8
9235,7
9508,13
968,10
10573,6
3953,19
1939,19
11368,22
1274,20
619,22
12712,22
1742,22
1390,6
2203,24
9771,18
9847,27
3568,27
10544,3
10404,13
6116,9
13399,23
6052,1
3178,6
3192,8
9499,12
6099,7
7029,11
575,16
10552,4
6656,21
7115,22
11838,24
6276,1
9472,9
12073,26
11083,14
5897,10
5724,16
10185,14
10831,10
269,6
629,23
3081,22
3466,14
6430,20
12523,26
7062,15
13074,11
5543,21
10238,20
4356,13
12253,20
2113,13
8219,20
10232,20
12753,27
3216,11
3814,1
8321,5
11539,15
2278,5
4599,15
13,2
12404,11
1525,23
2365,16
4648,22
11244,6
10532,1
374,19
11450,4
6477,26
525,10
9131,22
6895,22
10339,5
3591,1
11106,17
7904,9
2958,6
529,11
3714,17
4732,4
9461,7
1394,7
9989,17
11171,25
9633,1
10574,6
13253,5
5631,4
9465,8
6563,9
4703,28
1712,19
13115,16
955,8
6675,23
3453,12
9579,22
12616,10
8595,11
2071,7
13090,13
10169,12
158,20
7005,8
9094,17
352,17
6078,4
6236,24
8946,27
11163,24
13407,24
2920,2
8503,27
4644,21
661,27
7057,15
10181,13
3665,11
7979,18
306,11
10527,28
4790,11
2356,15
1927,17
12551,1
3427,9
8941,26
3638,7
11438,2
1266,19
1560,28
12602,8
10326,3
7179,2
4109,10
7867,4
4904,26
7294,16
514,9
894,28
8601,12
21,3
899,1
207,26
458,2
10246,21
2430,24
8442,20
9299,15
3389,4
9905,7
3911,13
5383,1
8907,22
552,14
9631,28
10462,20
3144,2
6917,25
2056,6
1925,17
634,24
6082,5
8508,28
12467,19
13014,3
8619,14
11546,16
105,14
3041,17
10361,8
1709,18
89,12
7014,9
10433,17
3174,5
917,3
7833,28
6732,2
1949,20
11040,9
6368,13
1,1
8032,25
6047,28
9127,21
12388,9
2720,5
8783,6
13187,25
3117,26
11128,20
12729,24
10640,15
9768,18
3762,23
213,27
778,14
3496,18
11855,26
2043,4
8920,24
5420,6
6154,14
9759,16
8357,9
11775,16
10205,16
8465,23
4167,17
10960,27
3788,26
8586,10
583,17
13320,14
13419,26
116,15
6644,19
12133,5
13373,20
13131,18
12035,21
8712,26
1763,25
1875,11
10445,18
3224,12
526,10
7725,14
2946,5
4473,28
5655,7
8884,19
6059,2
959,8
6342,9
3633,7
1050,20
8782,6
8711,25
3380,3
3676,12
5776,23
12150,7
6573,10
5179,4
1607,5
3610,4
13118,16
6635,18
13437,28
10001,19
791,15
8984,4
3056,19
10047,24
1980,24
11425,1
3598,2
933,5
7424,5
5626,4
1682,15
4179,19
6446,22
4116,11
988,12
2896,27
3778,25
5658,8
3093,23
3155,3
11393,25
1823,4
12941,22
1098,26
10396,12
2844,20
9078,15
3342,26
38,5
6540,6
12572,4
8707,25
3356,28
9645,2
10698,22
11186,27
7813,25
13076,11
9098,18
8220,20
12406,11
10699,22
2428,24
5043,15
5346,25
8954,28
4811,14
8476,24
686,2
4799,12
7437,6
2353,15
6353,11
12002,17
4569,12
8213,19
2752,9
9077,15
8073,2
9109,19
1040,19
7491,13
1265,19
12458,18
7059,15
277,7
5084,20
10276,25
9437,4
2382,18
571,16
1435,12
9439,4
5352,26
10706,23
5445,9
1007,14
4543,8
11854,26
2064,7
1136,3
9882,4
12438,15
5343,24
10177,13
294,9
9739,14
10204,16
8780,6
11521,13
2403,21
10321,3
3998,24
12541,28
3741,20
12401,11
2719,4
12375,7
5150,28
2808,16
9017,8
556,14
11993,16
4795,12
2469,1
3738,20
4286,4
9908,7
2604,18
362,18
6924,26
1704,18
2139,16
3239,13
2383,18
7314,19
4311,7
9477,9
1312,25
12670,16
3930,16
6183,17
13208,28
1591,3
12619,10
2162,19
2396,20
317,12
9516,14
11303,13
5233,11
5068,18
4036,1
8987,4
3020,14
9903,6
11579,20
8228,21
9105,19
5295,18
3972,21
5370,28
4133,13
974,10
7291,16
9175,27
954,8
9610,26
9752,16
9547,18
12514,25
5016,12
13079,11
9179,28
10874,16
7490,13
1640,10
1290,22
1380,5
1933,18
4675,25
12284,24
11352,20
10222,18
892,28
7287,15
4876,22
7906,9
8194,17
12609,9
10301,28
9041,11
10929,23
2466,1
7657,6
10106,4
9788,20
1913,16
11362,21
2736,7
726,7
7214,6
8245,23
1796,1
3845,5
6402,17
10745,28
10992,3
936,6
2265,4
824,20
7274,14
11593,22
1389,6
3564,26
9076,15
5429,7
7827,27
5690,12
7878,5
1868,10
8202,18
11607,23
7486,12
9655,3
806,17
4805,13
11865,28
10300,28
12304,27
13381,21
10426,16
9155,25
7511,15
8056,28
4494,2
2632,22
11960,12
8896,21
8623,14
7832,28
4388,17
145,19
6467,25
2033,3
12269,22
1165,6
11692,6
2050,5
3760,23
10816,9
4435,23
3430,9
8190,16
11780,17
7069,16
4361,14
10616,12
9454,6
1771,26
3511,19
271,6
8436,19
2032,3
9005,6
12994,1
3810,1
12062,24
9996,18
4346,12
10653,16
545,13
3241,14
8930,25
8502,27
11713,9
9323,18
13328,15
10961,27
7564,22
920,4
12257,21
11779,17
6640,19
7694,10
8230,21
7126,23
4278,3
2983,9
130,17
7980,18
2667,26
7138,25
3223,11
9374,24
7693,10
5392,3
614,21
13309,12
1466,16
4497,3
3042,17
9126,21
2419,23
5085,20
3294,20
6737,3
1500,20
9018,8
1521,23
12256,21
11122,19
4232,26
7686,9
8820,11
4430,22
390,21
13255,5
7124,23
5913,12
8592,11
4806,13
12029,20
11551,16
8238,22
8044,26
13149,20
3993,24
12841,10
6609,15
5319,21
13229,2
7119,22
2421,23
5604,1
1750,23
13202,27
12111,2
13063,9
338,15
8407,15
1341,28
12833,9
7982,18
3640,8
329,14
12277,23
3004,12
6960,3
4090,8
11307,14
9828,25
2322,11
6667,22
7009,9
4197,21
3549,24
9650,3
8363,10
4203,22
12521,26
11761,15
12006,17
6185,18
1639,9
9130,22
60,8
1240,16
5760,21
5136,27
2343,13
2120,14
1524,23
7617,1
153,20
481,5
6122,10
7674,8
7101,20
1762,25
8942,26
7715,13
9977,16
12205,14
7479,11
6212,21
4853,19
2711,3
6766,6
4150,15
1333,27
12648,14
11046,9
8378,12
9328,19
12622,10
13048,8
10250,22
12262,21
3850,6
8340,7
4124,12
12255,20
11555,17
4788,11
2866,23
1386,6
5941,15
3067,20
12174,10
3629,6
12716,22
12023,19
3028,15
2969,8
11664,3
9900,6
11145,22
8646,17
6136,12
8801,9
4263,1
645,25
12982,27
2074,8
341,15
8041,26
1622,7
7141,25
5796,25
7184,3
12544,1
8232,22
5475,13
10281,26
10367,8
12442,16
74,10
13297,11
10849,13
11372,22
10268,24
8633,16
12408,12
2051,5
2541,10
1301,23
5877,7
7368,26
11622,25
1304,24
8428,18
13235,3
2599,17
2573,14
11472,7
3186,7
2768,11
4831,16
4223,24
12975,26
2106,12
2679,27
10953,26
1387,6
13008,3
12761,28
11999,16
12989,28
7083,18
1279,20
804,17
1555,27
12755,27
11382,23
4566,11
13002,2
4841,18
3594,2
6035,27
6852,17
10112,5
8705,25
4177,19
1308,24
9106,19
3452,12
3695,14
4242,27
11348,19
2198,23
8966,1
4425,22
6150,13
943,6
822,19
5005,10
6612,15
8356,9
5619,3
4547,9
2538,10
13113,16
9503,12
5207,7
12791,3
12103,1
3054,18
3675,12
7776,21
7218,7
6722,1
3300,21
3310,22
7221,7
8519,1
10682,20
5954,17
10998,3
832,21
11271,9
3462,13
12545,1
7643,4
54,7
3451,12
6305,5
10093,2
1481,18
4873,22
8038,25
3335,25
6016,25
4926,28
9138,23
5797,25
11485,8
10353,7
13214,28
5083,20
6645,19
11249,7
5490,15
768,13
2065,7
12772,1
11687,5
7311,18
8477,24
13356,18
4524,6
11568,19
10524,28
2717,4
2079,8
11581,20
8914,23
951,7
8058,28
2482,3
10454,19
9181,28
11404,26
1759,24
9984,17
4422,21
6704,27
9916,8
5182,4
8533,3
3701,15
4243,27
688,3
3432,10
4944,3
966,9
13049,8
12752,27
10395,12
2713,4
4757,7
12835,9
6320,7
5975,19
3572,27
5299,19
1990,25
1205,11
4971,6
13073,11
6783,8
3600,3
6490,28
8609,13
13408,25
12151,7
8070,1
8577,9
7973,17
12517,25
1625,8
536,12
8766,4
7970,17
4212,23
6456,24
3507,19
8393,14
9524,15
7112,22
11694,6
2708,3
5031,13
6514,3
4662,23
4021,27
1854,8
12672,17
2872,24
3030,15
9397,27
1645,10
3417,8
3476,15
12842,10
11053,10
1792,1
3797,27
3368,2
11559,17
11725,10
7196,4
12964,25
5109,23
6024,26
11641,28
8795,8
11248,7
12497,23
126,16
5959,17
3876,9
11127,19
4451,25
7147,26
3531,22
10922,22
827,20
9831,25
7790,22
984,12
11473,7
11197,28
7783,21
10380,10
12884,15
2443,26
8554,6
10541,2
345,16
814,18
6166,15
11397,25
12198,13
13143,19
11517,12
5779,23
2116,13
10026,22
793,16
13366,19
6898,23
2674,27
94,12
4225,25
3756,22
2891,26
2371,17
11420,28
12620,10
3228,12
7863,3
6359,11
12369,7
7326,20
6028,26
11045,9
11104,17
1865,10
4612,17
10049,25
2645,23
2243,1
5373,28
2336,13
950,7
11260,8
1120,1
10789,5
2204,24
419,25
922,4
9446,5
8669,20
10227,19
5408,5
5788,24
5742,18
7667,7
5567,24
8135,9
1202,11
10818,9
5765,21
8389,13
1970,23
11302,13
4018,27
10343,5
3687,13
1997,26
4033,1
11246,6
1248,17
2192,23
2712,4
9184,1
2190,22
4670,24
5142,27
5984,21
6565,9
7804,24
11954,11
6943,28
11789,18
9510,13
10055,25
10535,1
10641,15
2136,16
1065,22
600,20
4227,25
10813,8
7577,24
77,10
7546,20
2898,27
4820,15
9506,13
12509,24
6413,18
9444,5
9064,14
12042,22
8007,21
5468,12
5951,16
13130,18
11157,23
3391,4
5415,5
2560,13
13293,10
8162,13
2635,22
5256,14
3530,22
8567,7
1908,15
12453,17
235,2
12219,16
1604,5
7984,19
9310,16
11869,28
3490,17
13241,4
11150,22
1994,26
2824,18
12487,21
10568,6
1342,28
8512,1
1619,7
11905,5
5287,17
2060,6
13377,21
2219,26
9865,2
6038,27
260,5
12592,7
10231,19
9093,17
3744,21
2026,2
6988,6
4234,26
1917,16
1828,5
9765,17
6233,24
12553,2
6283,2
4208,23
224,1
8915,23
10002,19
9333,19
6469,25
12657,15
10954,26
846,22
4289,5
5560,24
2551,11
11120,19
117,15
8837,13
5966,18
8195,17
8659,19
7489,13
5,1
5342,24
9111,19
10787,5
4324,9
1063,21
2590,16
8434,19
9352,22
11062,11
3735,19
10589,8
3517,20
6986,6
11613,24
10755,1
6767,6
5622,3
1605,5
1733,21
10516,27
10901,19
12563,3
9504,13
11640,28
3812,1
12943,22
10554,4
10167,11
11706,8
1761,25
5401,4
2739,7
12951,23
2472,2
6738,3
6891,22
12199,13
7943,13
9685,7
4206,22
6371,13
10350,6
9361,23
10348,6
232,2
8258,25
7561,22
9795,21
6168,16
11475,7
3596,2
6288,3
4632,20
125,16
7641,4
6229,23
1296,23
1976,24
12746,26
13179,24
10267,24
5750,19
8152,12
3086,22
12473,20
6882,21
12513,25
7673,8
3345,27
8172,14
13311,12
5870,6
6506,2
2797,14
918,3
1646,10
5122,25
5126,25
4621,18
6809,12
364,18
11479,7
2125,14
8150,11
12315,28
8717,26
55,7
638,24
302,10
10958,26
5811,27
1276,20
10247,21
4432,23
3644,8
4143,14
2878,24
12394,10
6493,28
10478,22
10453,19
5240,12
12646,13
10488,24
6937,28
7240,10
9945,12
10160,11
2593,17
11309,14
2393,20
523,10
6376,14
6981,5
6677,23
3900,12
12954,24
5585,27
12587,6
7956,15
7570,23
11314,15
6777,8
12348,4
10161,11
671,28
4188,20
666,28
3266,17
1887,12
11458,5
8472,24
9911,7
11139,21
9091,17
7687,9
6031,26
13219,1
6090,6
6238,24
7350,23
7830,27
760,12
6254,26
1906,15
12234,18
12015,18
12330,2
3818,2
6269,28
4300,6
5569,25
7941,13
10785,5
4164,17
11223,3
5971,19
3579,28
2832,19
5449,10
3472,15
6327,7
137,18
7043,13
4892,24
2180,21
10320,3
7730,15
3177,6
4854,19
4637,20
5115,24
12508,24
7648,5
4261,1
1331,27
10209,17
10674,19
7002,8
9550,18
6941,28
8017,23
6241,25
9521,15
13420,26
6881,21
10342,5
4530,7
10314,2
4673,25
12173,10
6996,7
1252,17
11470,6
3374,2
2814,16
4719,2
6544,7
10040,24
4858,20
7901,8
11229,4
8580,9
8427,18
1077,23
10176,13
4363,14
12154,8
770,13
10357,7
8865,17
249,4
9766,17
7239,9
3419,8
10273,25
10015,20
4976,7
4544,9
5565,24
7939,13
716,6
12980,27
12338,3
2048,5
5997,22
6600,14
7245,10
4178,19
4809,14
10916,21
12750,26
7140,25
7190,3
1460,15
5989,21
9860,1
10948,25
2000,27
8175,14
404,23
384,21
12703,20
12756,27
10344,6
1633,9
12846,10
4784,11
12717,22
6970,4
3925,15
4158,16
7449,8
8415,16
2193,23
11328,17
10016,21
1015,15
5124,25
7418,4
7409,3
8989,4
2871,23
9,2
10136,8
1838,6
4804,13
255,4
7026,11
5713,15
3324,24
7714,13
1581,2
11148,22
924,4
2779,12
10700,22
7891,7
6132,11
5320,22
7312,19
7102,20
6042,28
3775,24
4835,17
12328,2
4964,5
10971,28
539,12
7483,12
2745,8
3719,17
12824,8
6819,13
9337,20
4468,27
667,28
7575,23
11211,2
8549,5
5063,17
11023,6
10975,28
1353,2
7114,22
13139,19
8662,19
2703,2
3330,25
8053,27
11829,23
9588,23
3584,1
12695,19
5645,6
3376,3
1256,18
6190,18
11704,8
9442,5
5348,25
11003,4
12490,22
11476,7
11125,19
4175,18
4910,26
1852,8
6316,6
13247,4
2105,12
133,17
5029,13
928,5
823,19
7576,24
11632,27
1531,24
1214,12
504,8
12477,20
10188,14
6530,5
3072,21
10150,9
9576,22
9086,16
8647,17
6619,16
9273,12
3709,16
12891,16
4849,19
4748,6
4268,2
11714,9
12326,1
11794,19
13278,8
8905,22
4186,20
10406,13
5301,19
2923,2
6588,12
1810,3
3486,16
7419,4
3141,1
10019,21
9347,21
1324,26
4312,8
7494,13
8702,24
9872,3
8691,23
12908,18
10048,25
9580,22
11911,5
10578,7
5541,21
11428,1
6172,16
1540,25
9409,1
2681,28
13282,9
11185,27
6313,6
1191,9
5293,18
1542,25
11493,9
11516,12
7056,15
2539,10
953,8
7241,10
6731,2
4846,18
6801,11
8010,22
4330,10
8924,24
5334,23
7330,21
9348,21
4729,4
11486,8
6541,6
11174,25
5305,20
5161,2
7860,3
2156,18
1062,21
10808,8
1167,6
11414,27
3636,7
7651,5
5588,27
11130,20
7192,4
4491,2
7266,13
11332,17
4980,7
8335,6
13374,20
11769,16
4946,3
2782,12
717,6
10011,20
2502,5
4360,14
4171,18
8082,3
13121,17
395,22
7186,3
13201,27
4492,2
1365,3
12806,5
8787,7
12144,7
5917,12
4968,6
2914,1
10518,27
5644,6
3766,23
3440,11
12043,22
12324,1
7357,24
6806,11
9879,3
2143,16
5104,23
5073,19
1571,1
4079,6
1122,1
2786,13
2967,7
2504,6
5988,21
11657,2
8867,17
11000,4
7164,28
11540,15
728,8
7587,25
7543,19
412,24
11338,18
9708,10
5745,19
7668,7
825,20
3267,17
3974,21
8808,10
8306,3
417,25
11261,8
9817,24
6748,4
8967,1
12377,8
11088,15
12967,25
2082,9
8945,27
10738,27
12161,9
3373,2
5726,16
4107,10
10636,14
4380,16
7723,14
1066,22
3913,14
5536,21
8002,21
5387,2
5732,17
11690,6
2738,7
5052,16
4000,25
9760,17
2427,24
11938,9
6833,15
10123,6
1687,15
851,23
11738,12
6303,4
9087,16
12784,3
5878,7
8527,2
2839,19
11279,10
4611,17
9540,17
9207,3
11008,5
9823,24
2489,4
11922,7
6905,24
7390,28
11443,3
2849,21
6665,22
5881,8
10262,23
4452,25
9949,12
7421,4
9827,25
12838,9
6484,27
2479,2
6617,16
10457,20
11151,22
13056,9
11251,7
2141,16
11310,14
5188,5
13045,7
12237,18
11548,16
2744,8
7253,11
3506,19
1679,14
4249,28
3147,2
8130,9
10486,23
7004,8
580,17
9662,4
4070,5
3343,26
7404,2
12775,1
3672,12
559,14
5237,11
7805,24
11041,9
512,9
1081,24
1664,13
9204,3
1931,18
12997,1
1150,4
2838,19
5949,16
8308,3
8932,25
13156,21
5177,4
11867,28
830,20
8311,3
4752,7
13119,16
13303,11
635,24
4465,27
12556,2
6799,10
7987,19
7079,17
6966,3
4142,14
7027,11
9183,28
876,26
4869,21
5315,21
5222,9
4,1
3051,18
5691,12
3124,27
10852,13
2491,4
3854,6
4777,10
9907,7
7509,15
6457,24
6293,3
1148,4
11453,4
574,16
3769,24
11928,8
4146,15
853,23
10174,12
10966,27
5919,12
9358,22
6614,15
6002,23
9163,26
10893,18
4495,2
8173,14
6655,20
12039,21
2368,17
12307,27
4780,10
12323,1
7992,20
2950,5
5625,4
6971,4
8716,26
10647,15
1841,7
5986,21
537,12
2806,15
5801,26
5596,28
7206,5
7343,22
12533,27
7560,22
8096,5
11367,21
784,15
12249,20
1409,9
10729,26
154,20
7806,24
3009,13
1686,15
11093,15
4014,26
7455,8
12913,19
3863,7
2733,6
1895,13
5442,9
569,16
6709,27
5854,4
1816,4
10257,23
8319,4
3394,5
3327,24
13415,25
6102,7
2975,8
980,11
10492,24
190,24
9331,19
5088,21
699,4
13120,17
606,20
12468,19
301,10
3420,8
13176,24
1060,21
10757,1
3444,11
1069,22
10716,24
2205,24
9435,4
7339,22
8208,19
7679,8
11312,15
4642,21
7683,9
12946,23
9007,6
7996,20
11259,8
12740,25
5600,1
9151,24
7022,10
4893,24
225,1
3354,28
5895,9
10677,19
8754,3
3436,10
1693,16
6893,22
1045,19
3446,11
12757,27
8050,27
9146,24
13414,25
10927,22
11296,13
4735,4
4496,3
1218,13
6015,24
9719,11
3987,23
4911,26
9492,11
4493,2
6944,1
5699,13
8352,9
12259,21
956,8
11983,14
11426,1
2869,23
11969,13
4433,23
4973,6
2961,7
2200,24
98,13
13240,4
2557,12
11375,22
8445,20
12115,3
4199,21
9637,1
5539,21
1648,11
12874,14
12915,19
12183,11
9888,5
11383,23
6197,19
6295,3
4499,3
1154,5
2255,2
9874,3
3170,5
7400,2
10248,22
7158,27
12282,24
3108,25
4548,9
11915,6
5423,6
2049,5
11835,24
9208,4
8815,10
13168,23
262,5
11561,18
4061,4
5534,20
6616,16
8120,8
8155,12
1802,2
4736,5
13425,27
2385,19
6694,25
5759,20
1959,21
2976,9
8680,22
1843,7
1734,21
2911,28
11411,27
8338,7
1986,25
9561,20
6546,7
7098,20
2811,16
659,27
9986,17
2511,6
11589,21
4282,4
9339,20
11464,6
8800,9
6287,2
11774,16
1930,18
7125,23
197,25
7777,21
2931,3
8004,21
2327,11
4389,17
8958,28
12688,19
4218,24
11447,3
202,26
3510,19
4931,1
5535,20
9925,9
5791,24
10969,28
1707,18
5172,3
5249,13
11666,3
6528,5
13237,3
5855,4
8164,13
854,23
4737,5
12289,25
10352,7
698,4
11344,19
11191,27
3696,15
1636,9
7280,15
7554,21
11649,1
3581,28
1291,22
12851,11
6585,12
1853,8
5232,11
3763,23
3304,22
1495,19
11935,8
11637,27
7994,20
1998,26
663,27
12971,26
3748,21
4413,20
12936,22
5530,20
5575,25
8901,21
7526,17
9474,9
5864,6
10867,15
6776,8
12221,16
1306,24
7392,1
10429,16
11494,9
5592,28
10230,19
9721,12
1663,12
5450,10
13350,17
13376,21
3627,6
13083,12
2693,1
11252,7
9789,20
10921,22
10817,9
5915,12
3157,3
11506,11
9914,8
6668,22
1059,21
4636,20
3242,14
1678,14
6892,22
6374,13
7574,23
1757,24
6019,25
12383,8
5116,24
8755,3
7408,3
2790,13
863,24
7858,3
1484,18
7035,12
7721,14
5977,20
5134,26
206,26
4488,2
6938,28
9062,13
12685,18
6910,24
502,7
7385,28
1028,17
3840,5
10882,17
8110,6
5056,17
9762,17
8154,12
10965,27
2731,6
8996,5
11837,24
2454,27
12790,3
7215,6
3104,25
13067,10
8392,14
6278,1
3099,24
6184,18
10470,21
3561,26
5892,9
12666,16
12706,21
391,21
6736,3
5618,3
5258,14
9687,7
2695,1
2027,2
5463,11
2568,14
8006,21
64,9
12076,26
2062,6
5276,16
7208,6
8684,22
8571,8
6331,8
4859,20
12185,12
4887,23
9268,11
878,26
8529,3
7916,10
6863,18
7892,7
6439,21
7869,4
1016,16
9467,8
11990,15
7629,2
12743,25
11534,14
13103,14
995,13
10173,12
4297,6
161,21
5675,10
6873,20
12990,28
9692,8
7989,19
3843,5
10805,7
11653,1
1021,16
3073,21
7555,21
3943,17
1585,3
10147,9
3152,3
8226,21
12206,14
775,13
10748,28
9670,5
7099,20
5486,14
6235,24
9555,19
7041,13
2612,19
7513,16
11016,6
10233,20
8433,19
10253,22
10555,4
8792,8
10627,13
5393,3
11080,14
8838,13
3890,11
3556,25
11394,25
1528,24
1267,19
7734,15
1899,14
4658,23
3005,12
2734,6
189,24
9998,18
9167,26
2747,8
2047,4
7849,2
2558,12
9274,12
8666,20
11096,16
13035,6
6396,16
12309,27
3385,4
4555,10
1184,9
6420,19
5051,16
5311,20
2433,25
6949,1
10583,7
769,13
1685,15
8322,5
11111,17
11363,21
11636,27
5578,26
4426,22
466,3
6265,28
5734,17
11284,11
11964,12
5191,5
13418,26
5390,2
860,24
7270,13
